player_id,fixture_id,season_id,team_id,minutes_played,starter_flag
115166,124794,777,130,2,0
115336,124794,777,130,45,1
124052,124794,777,130,90,1
127594,124794,777,130,45,0
128891,124794,777,130,90,1
133460,124794,777,130,90,1
4617,124795,777,25,70,1
8454,124795,777,25,19,0
8868,124795,777,25,90,1
13522,124795,777,25,90,1
14164,124795,777,25,90,1
25183,124795,777,25,19,0
40159,124795,777,25,70,1
42569,124795,777,25,90,1
55776,124795,777,25,90,1
63656,124795,777,25,81,1
108628,124795,777,25,90,1
118083,124795,777,25,90,1
136505,124795,777,25,8,0
145347,124795,777,25,90,1
12136,124795,777,29,90,1
19864,124795,777,29,90,1
52989,124795,777,29,14,0
63733,124795,777,29,90,1
66659,124795,777,29,37,0
75692,124795,777,29,90,1
110430,124795,777,29,52,1
118633,124795,777,29,90,1
119614,124795,777,29,1,0
122126,124795,777,29,90,1
124944,124795,777,29,90,1
126110,124795,777,29,90,1
126317,124795,777,29,75,1
126920,124795,777,29,75,1
138104,124795,777,29,14,0
10443,124796,777,21,19,0
19858,124796,777,21,10,0
22802,124796,777,21,19,0
23764,124796,777,21,90,1
24630,124796,777,21,71,1
32229,124796,777,21,90,1
49374,124796,777,21,79,1
51364,124796,777,21,84,1
66635,124796,777,21,90,1
71923,124796,777,21,90,1
75582,124796,777,21,90,1
76614,124796,777,21,5,0
117318,124796,777,21,90,1
117596,124796,777,21,70,1
118579,124796,777,21,10,0
133603,124796,777,21,79,1
3955,124796,777,43,90,1
6451,124796,777,43,90,1
8127,124796,777,43,62,1
10539,124796,777,43,90,1
15139,124796,777,43,5,0
19831,124796,777,43,27,0
50460,124796,777,43,84,1
64282,124796,777,43,73,1
68593,124796,777,43,62,1
74960,124796,777,43,27,0
74964,124796,777,43,16,0
75735,124796,777,43,16,0
124531,124796,777,43,90,1
127393,124796,777,43,90,1
128456,124796,777,43,90,1
128643,124796,777,43,73,1
4505,124797,777,11,81,1
5067,124797,777,11,65,1
16431,124797,777,11,90,1
26335,124797,777,11,90,1
32280,124797,777,11,90,1
54156,124797,777,11,65,1
65970,124797,777,11,72,1
66657,124797,777,11,90,1
67849,124797,777,11,90,1
68150,124797,777,11,17,0
71432,124797,777,11,90,1
76204,124797,777,11,24,0
76216,124797,777,11,24,0
99281,124797,777,11,65,1
112948,124797,777,11,24,0
137371,124797,777,11,8,0
4229,124797,777,38,90,1
15715,124797,777,38,90,1
20337,124797,777,38,8,0
35670,124797,777,38,81,1
52951,124797,777,38,72,1
66692,124797,777,38,18,0
76310,124797,777,38,90,1
92635,124797,777,38,90,1
108947,124797,777,38,17,0
110203,124797,777,38,90,1
126108,124797,777,38,72,1
133679,124797,777,38,90,1
136815,124797,777,38,71,1
143214,124797,777,38,71,1
143218,124797,777,38,17,0
303861,124797,777,38,18,0
14538,124798,777,4,90,1
14571,124798,777,4,78,1
14575,124798,777,4,90,1
21998,124798,777,4,90,1
27277,124798,777,4,90,1
49293,124798,777,4,90,1
51813,124798,777,4,17,0
63741,124798,777,4,78,1
68583,124798,777,4,53,1
68827,124798,777,4,11,0
72371,124798,777,4,72,1
112203,124798,777,4,90,1
125075,124798,777,4,90,1
133245,124798,777,4,11,0
304474,124798,777,4,36,0
8589,124798,777,6,69,1
13988,124798,777,6,90,1
14569,124798,777,6,90,1
20874,124798,777,6,90,1
21584,124798,777,6,83,1
24334,124798,777,6,90,1
37776,124798,777,6,20,0
49796,124798,777,6,90,1
50842,124798,777,6,90,1
69595,124798,777,6,90,1
76104,124798,777,6,90,1
76353,124798,777,6,90,1
138981,124798,777,6,6,0
7975,124799,777,1,90,1
11419,124799,777,1,90,1
14548,124799,777,1,70,1
15202,124799,777,1,82,1
19778,124799,777,1,7,0
20810,124799,777,1,30,0
32728,124799,777,1,59,1
49481,124799,777,1,90,1
50234,124799,777,1,90,1
64523,124799,777,1,90,1
66104,124799,777,1,59,1
66204,124799,777,1,90,1
67407,124799,777,1,30,0
67776,124799,777,1,19,0
69914,124799,777,1,71,1
114564,124799,777,1,18,0
4608,124799,777,12,79,1
5793,124799,777,12,64,1
9566,124799,777,12,10,0
14580,124799,777,12,64,1
20226,124799,777,12,90,1
23396,124799,777,12,90,1
24252,124799,777,12,54,1
51202,124799,777,12,90,1
66036,124799,777,12,25,0
66360,124799,777,12,90,1
69176,124799,777,12,35,0
71744,124799,777,12,90,1
118031,124799,777,12,25,0
118591,124799,777,12,90,1
146567,124799,777,12,90,1
4260,124800,777,7,19,0
4333,124800,777,7,90,1
4640,124800,777,7,90,1
8143,124800,777,7,90,1
12582,124800,777,7,90,1
14706,124800,777,7,90,1
23841,124800,777,7,90,1
31936,124800,777,7,90,1
66538,124800,777,7,70,1
112589,124800,777,7,90,1
126789,124800,777,7,90,1
133612,124800,777,7,85,1
143922,124800,777,7,4,0
13796,124800,777,9,90,1
13797,124800,777,9,77,1
14608,124800,777,9,90,1
14807,124800,777,9,12,0
14897,124800,777,9,1,0
19731,124800,777,9,77,1
33124,124800,777,9,90,1
50643,124800,777,9,77,1
63289,124800,777,9,23,0
63634,124800,777,9,90,1
68676,124800,777,9,66,1
75543,124800,777,9,90,1
115255,124800,777,9,12,0
116888,124800,777,9,90,1
126426,124800,777,9,90,1
7975,124801,777,1,90,1
11419,124801,777,1,37,1
15202,124801,777,1,90,1
20486,124801,777,1,37,0
32728,124801,777,1,90,1
49481,124801,777,1,52,1
50234,124801,777,1,90,1
64523,124801,777,1,90,1
66204,124801,777,1,90,1
67407,124801,777,1,63,1
67776,124801,777,1,63,1
69914,124801,777,1,63,1
114564,124801,777,1,26,0
114566,124801,777,1,52,0
119476,124801,777,1,26,0
141181,124801,777,1,26,0
8945,124801,777,9,7,0
13796,124801,777,9,90,1
13797,124801,777,9,65,1
14608,124801,777,9,82,1
14807,124801,777,9,32,0
14897,124801,777,9,32,0
33124,124801,777,9,90,1
33162,124801,777,9,24,0
50643,124801,777,9,57,1
63289,124801,777,9,24,0
63634,124801,777,9,90,1
68676,124801,777,9,65,1
75543,124801,777,9,90,1
115255,124801,777,9,90,1
116888,124801,777,9,90,1
126426,124801,777,9,57,1
4229,124802,777,38,90,1
15715,124802,777,38,90,1
20337,124802,777,38,12,0
35670,124802,777,38,77,1
43010,124802,777,38,34,0
52951,124802,777,38,34,1
66692,124802,777,38,45,0
76310,124802,777,38,90,1
92635,124802,777,38,48,1
110203,124802,777,38,90,1
111988,124802,777,38,55,0
126108,124802,777,38,45,1
133679,124802,777,38,90,1
136815,124802,777,38,45,1
143214,124802,777,38,45,0
143218,124802,777,38,55,1
3512,124802,777,127,90,1
13706,124802,777,127,66,1
14846,124802,777,127,77,1
15572,124802,777,127,24,0
21519,124802,777,127,12,0
25474,124802,777,127,90,1
33032,124802,777,127,87,1
42894,124802,777,127,87,1
51942,124802,777,127,2,0
54989,124802,777,127,90,1
74965,124802,777,127,90,1
74976,124802,777,127,65,1
118080,124802,777,127,24,0
132285,124802,777,127,90,1
134403,124802,777,127,90,1
137832,124802,777,127,2,0
4245,124803,777,2,90,1
5758,124803,777,2,63,1
5865,124803,777,2,90,1
8658,124803,777,2,90,1
8900,124803,777,2,90,1
13344,124803,777,2,90,1
14456,124803,777,2,26,0
21529,124803,777,2,90,1
23968,124803,777,2,90,1
25067,124803,777,2,15,1
26408,124803,777,2,58,0
51223,124803,777,2,26,0
51423,124803,777,2,73,1
72265,124803,777,2,15,0
107846,124803,777,2,16,0
108096,124803,777,2,63,1
3712,124803,777,130,68,1
10947,124803,777,130,6,0
14723,124803,777,130,90,1
20113,124803,777,130,5,0
24369,124803,777,130,90,1
24659,124803,777,130,90,1
49726,124803,777,130,11,0
49731,124803,777,130,90,1
65987,124803,777,130,90,1
108612,124803,777,130,21,0
115166,124803,777,130,11,0
124052,124803,777,130,90,1
127594,124803,777,130,78,1
128891,124803,777,130,78,1
133460,124803,777,130,84,1
133890,124803,777,130,83,1
12136,124804,777,29,90,1
19864,124804,777,29,8,1
52989,124804,777,29,27,0
63733,124804,777,29,90,1
66659,124804,777,29,90,1
75692,124804,777,29,90,1
110430,124804,777,29,81,0
118633,124804,777,29,62,1
122126,124804,777,29,90,1
124944,124804,777,29,90,1
126110,124804,777,29,79,1
126317,124804,777,29,62,1
126920,124804,777,29,62,1
130068,124804,777,29,10,0
138104,124804,777,29,27,0
3955,124804,777,43,90,1
6451,124804,777,43,90,1
8127,124804,777,43,21,0
10539,124804,777,43,90,1
13622,124804,777,43,7,0
19831,124804,777,43,68,1
50460,124804,777,43,90,1
64282,124804,777,43,85,1
68593,124804,777,43,82,1
74960,124804,777,43,68,1
74964,124804,777,43,7,0
75735,124804,777,43,4,0
124531,124804,777,43,82,1
127393,124804,777,43,90,1
128456,124804,777,43,90,1
128643,124804,777,43,21,0
8589,124805,777,6,90,1
13988,124805,777,6,90,1
14569,124805,777,6,90,1
16788,124805,777,6,2,0
20874,124805,777,6,87,1
24334,124805,777,6,90,1
37776,124805,777,6,8,0
49796,124805,777,6,90,1
50842,124805,777,6,90,1
69595,124805,777,6,81,1
76104,124805,777,6,90,1
76353,124805,777,6,90,1
133297,124805,777,6,24,0
138981,124805,777,6,65,1
3756,124805,777,15,87,1
10439,124805,777,15,90,1
14238,124805,777,15,2,0
15259,124805,777,15,81,1
16035,124805,777,15,90,1
16723,124805,777,15,90,1
23702,124805,777,15,71,1
23811,124805,777,15,90,1
49270,124805,777,15,18,0
50623,124805,777,15,70,1
51593,124805,777,15,90,1
68219,124805,777,15,19,0
98300,124805,777,15,8,0
108816,124805,777,15,87,1
139648,124805,777,15,90,1
304123,124805,777,15,2,0
4260,124806,777,7,90,1
4333,124806,777,7,90,1
4640,124806,777,7,90,1
8143,124806,777,7,90,1
12582,124806,777,7,90,1
14706,124806,777,7,90,1
23841,124806,777,7,90,1
24797,124806,777,7,19,0
31936,124806,777,7,63,1
66538,124806,777,7,70,1
112589,124806,777,7,90,1
126789,124806,777,7,26,0
133612,124806,777,7,26,0
134286,124806,777,7,1,0
143922,124806,777,7,63,1
3452,124806,777,131,90,1
8163,124806,777,131,90,1
14671,124806,777,131,90,1
50727,124806,777,131,23,0
67928,124806,777,131,66,1
72239,124806,777,131,84,1
75709,124806,777,131,90,1
76090,124806,777,131,90,1
112739,124806,777,131,45,0
117732,124806,777,131,90,1
124396,124806,777,131,45,1
134176,124806,777,131,5,0
134333,124806,777,131,66,1
136175,124806,777,131,90,1
143240,124806,777,131,23,0
4608,124807,777,12,86,1
5793,124807,777,12,52,1
9566,124807,777,12,3,0
14580,124807,777,12,68,1
20226,124807,777,12,90,1
23396,124807,777,12,90,1
24252,124807,777,12,38,0
51202,124807,777,12,90,1
66036,124807,777,12,37,0
66360,124807,777,12,90,1
69176,124807,777,12,51,1
71744,124807,777,12,90,1
118031,124807,777,12,21,0
118591,124807,777,12,86,1
133114,124807,777,12,3,0
146567,124807,777,12,90,1
4717,124807,777,34,90,1
4880,124807,777,34,90,1
4985,124807,777,34,90,1
6712,124807,777,34,61,1
11071,124807,777,34,19,0
13961,124807,777,34,28,0
14445,124807,777,34,19,0
14624,124807,777,34,28,0
14656,124807,777,34,61,1
16044,124807,777,34,90,1
21614,124807,777,34,90,1
23793,124807,777,34,90,1
26151,124807,777,34,90,1
117763,124807,777,34,70,1
128976,124807,777,34,70,1
4499,124808,777,11,67,0
4505,124808,777,11,90,1
5067,124808,777,11,36,0
14805,124808,777,11,15,0
16286,124808,777,11,15,0
16431,124808,777,11,90,1
26335,124808,777,11,90,1
32280,124808,777,11,90,1
54156,124808,777,11,36,0
65970,124808,777,11,90,1
66657,124808,777,11,74,1
67849,124808,777,11,74,1
68150,124808,777,11,53,1
71432,124808,777,11,22,1
76216,124808,777,11,53,1
99281,124808,777,11,90,1
10443,124808,777,21,12,0
19858,124808,777,21,90,1
22802,124808,777,21,90,1
23764,124808,777,21,90,1
24630,124808,777,21,77,1
25892,124808,777,21,1,0
32229,124808,777,21,90,1
49374,124808,777,21,77,1
51364,124808,777,21,85,1
66635,124808,777,21,90,1
71923,124808,777,21,90,1
75582,124808,777,21,90,1
117318,124808,777,21,90,1
118579,124808,777,21,12,0
133603,124808,777,21,4,0
5140,124809,777,10,90,1
5178,124809,777,10,90,1
15802,124809,777,10,10,0
20559,124809,777,10,90,1
23593,124809,777,10,90,1
23815,124809,777,10,90,1
32894,124809,777,10,90,1
33185,124809,777,10,1,0
33231,124809,777,10,90,1
43586,124809,777,10,1,0
49909,124809,777,10,90,1
68582,124809,777,10,10,0
75382,124809,777,10,79,1
81542,124809,777,10,79,1
116665,124809,777,10,90,1
134796,124809,777,10,1,0
3905,124809,777,23,75,1
5220,124809,777,23,80,1
8707,124809,777,23,90,1
10079,124809,777,23,90,1
14716,124809,777,23,75,1
19888,124809,777,23,14,0
20607,124809,777,23,75,1
23747,124809,777,23,47,1
49259,124809,777,23,90,1
49495,124809,777,23,90,1
71623,124809,777,23,65,1
74761,124809,777,23,90,1
108922,124809,777,23,14,0
114590,124809,777,23,14,0
117647,124809,777,23,24,0
124462,124809,777,23,9,0
13549,124810,777,4,90,1
14538,124810,777,4,90,1
14571,124810,777,4,21,0
14575,124810,777,4,68,1
21998,124810,777,4,90,1
27277,124810,777,4,68,1
51813,124810,777,4,61,1
63741,124810,777,4,90,1
66284,124810,777,4,21,0
68583,124810,777,4,13,0
68827,124810,777,4,68,1
72371,124810,777,4,90,1
112203,124810,777,4,90,1
119041,124810,777,4,21,0
133245,124810,777,4,28,0
304474,124810,777,4,76,1
4617,124810,777,25,90,1
8454,124810,777,25,45,0
8868,124810,777,25,90,1
13522,124810,777,25,90,1
13815,124810,777,25,20,0
14164,124810,777,25,90,1
25183,124810,777,25,69,1
42569,124810,777,25,45,1
55776,124810,777,25,90,1
63656,124810,777,25,45,1
66560,124810,777,25,45,0
108628,124810,777,25,90,1
118083,124810,777,25,90,1
145347,124810,777,25,90,1
5758,124811,777,2,7,0
5865,124811,777,2,90,1
8658,124811,777,2,90,1
8900,124811,777,2,90,1
13274,124811,777,2,90,1
13344,124811,777,2,73,1
14456,124811,777,2,82,1
20473,124811,777,2,90,1
21529,124811,777,2,16,0
23968,124811,777,2,90,1
26408,124811,777,2,45,0
51223,124811,777,2,83,1
51423,124811,777,2,73,1
72265,124811,777,2,45,1
107846,124811,777,2,6,0
144213,124811,777,2,16,0
4604,124811,777,6,4,0
8589,124811,777,6,70,1
13988,124811,777,6,90,1
14569,124811,777,6,90,1
20874,124811,777,6,84,1
24334,124811,777,6,90,1
37776,124811,777,6,34,0
49759,124811,777,6,85,1
49796,124811,777,6,90,1
50842,124811,777,6,90,1
69595,124811,777,6,55,1
76104,124811,777,6,90,1
76353,124811,777,6,90,1
109117,124811,777,6,19,0
138981,124811,777,6,5,0
4505,124812,777,11,90,1
5067,124812,777,11,71,1
16286,124812,777,11,90,1
16431,124812,777,11,5,0
26335,124812,777,11,90,1
32280,124812,777,11,90,1
54156,124812,777,11,18,0
65970,124812,777,11,90,1
66657,124812,777,11,90,1
71432,124812,777,11,90,1
76204,124812,777,11,84,1
76216,124812,777,11,71,1
99281,124812,777,11,5,0
112948,124812,777,11,18,0
137371,124812,777,11,84,1
2100,124812,777,131,30,0
3452,124812,777,131,60,1
4874,124812,777,131,90,1
8163,124812,777,131,90,1
51830,124812,777,131,29,0
67928,124812,777,131,90,1
75709,124812,777,131,90,1
76090,124812,777,131,90,1
112739,124812,777,131,60,1
117732,124812,777,131,90,1
124396,124812,777,131,59,1
134176,124812,777,131,29,0
134333,124812,777,131,29,0
136175,124812,777,131,90,1
143240,124812,777,131,60,1
303860,124812,777,131,1,0
13549,124813,777,4,90,1
14538,124813,777,4,90,1
14571,124813,777,4,9,0
14575,124813,777,4,90,1
21998,124813,777,4,80,1
27277,124813,777,4,90,1
51813,124813,777,4,13,1
63741,124813,777,4,90,1
68583,124813,777,4,22,0
68827,124813,777,4,90,1
72371,124813,777,4,90,1
112203,124813,777,4,90,1
118442,124813,777,4,66,0
133245,124813,777,4,9,0
304474,124813,777,4,67,1
4717,124813,777,34,83,1
4880,124813,777,34,90,1
4979,124813,777,34,6,0
4985,124813,777,34,90,1
6712,124813,777,34,59,1
11071,124813,777,34,31,0
13961,124813,777,34,30,0
14445,124813,777,34,23,0
14624,124813,777,34,23,0
14656,124813,777,34,66,1
16044,124813,777,34,90,1
21614,124813,777,34,90,1
23793,124813,777,34,90,1
26151,124813,777,34,90,1
117763,124813,777,34,58,1
128976,124813,777,34,66,1
9576,124814,777,9,20,0
13515,124814,777,9,10,0
13796,124814,777,9,90,1
13797,124814,777,9,59,1
14608,124814,777,9,90,1
14807,124814,777,9,69,1
14897,124814,777,9,90,1
33124,124814,777,9,90,1
63289,124814,777,9,30,0
63634,124814,777,9,90,1
68676,124814,777,9,59,1
75543,124814,777,9,79,1
115255,124814,777,9,90,1
116888,124814,777,9,90,1
3905,124814,777,23,61,1
5220,124814,777,23,90,1
8707,124814,777,23,90,1
9662,124814,777,23,61,1
10079,124814,777,23,90,1
14716,124814,777,23,22,0
19888,124814,777,23,45,1
49259,124814,777,23,28,0
49495,124814,777,23,90,1
49908,124814,777,23,67,1
71623,124814,777,23,90,1
74761,124814,777,23,90,1
108922,124814,777,23,29,0
114590,124814,777,23,90,1
117647,124814,777,23,45,0
7975,124815,777,1,90,1
11419,124815,777,1,20,0
15202,124815,777,1,90,1
19778,124815,777,1,69,1
21584,124815,777,1,20,0
32728,124815,777,1,90,1
50234,124815,777,1,90,1
64523,124815,777,1,90,1
66104,124815,777,1,69,1
66204,124815,777,1,4,1
67407,124815,777,1,88,1
67776,124815,777,1,90,1
69914,124815,777,1,90,1
119476,124815,777,1,85,0
141181,124815,777,1,1,0
5140,124815,777,10,90,1
5178,124815,777,10,90,1
10651,124815,777,10,11,0
15802,124815,777,10,11,0
20559,124815,777,10,90,1
23593,124815,777,10,78,1
23815,124815,777,10,29,0
32894,124815,777,10,90,1
33231,124815,777,10,90,1
43586,124815,777,10,1,0
49909,124815,777,10,90,1
63633,124815,777,10,60,1
75382,124815,777,10,88,1
81542,124815,777,10,78,1
116665,124815,777,10,90,1
4608,124816,777,12,90,1
5793,124816,777,12,71,1
14580,124816,777,12,45,1
20226,124816,777,12,90,1
23396,124816,777,12,90,1
24252,124816,777,12,90,1
33245,124816,777,12,5,0
50848,124816,777,12,59,0
51202,124816,777,12,30,1
66036,124816,777,12,18,0
66360,124816,777,12,90,1
69176,124816,777,12,90,1
71744,124816,777,12,90,1
108936,124816,777,12,45,0
118591,124816,777,12,84,1
3955,124816,777,43,90,1
6451,124816,777,43,90,1
8127,124816,777,43,14,0
10539,124816,777,43,90,1
13622,124816,777,43,7,0
19831,124816,777,43,81,1
50460,124816,777,43,90,1
64282,124816,777,43,90,1
68593,124816,777,43,64,1
74960,124816,777,43,75,1
74964,124816,777,43,25,0
124531,124816,777,43,90,1
127393,124816,777,43,90,1
128456,124816,777,43,82,1
128643,124816,777,43,8,0
3756,124817,777,15,72,1
10439,124817,777,15,90,1
15259,124817,777,15,90,1
16035,124817,777,15,90,1
16723,124817,777,15,90,1
23702,124817,777,15,88,1
23811,124817,777,15,90,1
49270,124817,777,15,32,0
50623,124817,777,15,57,1
51593,124817,777,15,90,1
68219,124817,777,15,1,0
98300,124817,777,15,1,0
108816,124817,777,15,88,1
139648,124817,777,15,90,1
304123,124817,777,15,17,0
4617,124817,777,25,74,1
8454,124817,777,25,26,0
8868,124817,777,25,90,1
13522,124817,777,25,90,1
13815,124817,777,25,90,1
25183,124817,777,25,90,1
32638,124817,777,25,90,1
42569,124817,777,25,63,1
55776,124817,777,25,90,1
65961,124817,777,25,8,0
118083,124817,777,25,90,1
119072,124817,777,25,81,1
136505,124817,777,25,15,0
145347,124817,777,25,90,1
12136,124818,777,29,90,1
51199,124818,777,29,90,1
52989,124818,777,29,25,0
63733,124818,777,29,90,1
66659,124818,777,29,90,1
75692,124818,777,29,90,1
118633,124818,777,29,64,1
122126,124818,777,29,90,1
124944,124818,777,29,90,1
126110,124818,777,29,86,1
126317,124818,777,29,25,0
126920,124818,777,29,64,1
130068,124818,777,29,3,0
138104,124818,777,29,90,1
3712,124818,777,130,70,1
10947,124818,777,130,18,0
14723,124818,777,130,90,1
24369,124818,777,130,71,1
24659,124818,777,130,90,1
32289,124818,777,130,1,0
49731,124818,777,130,90,1
65987,124818,777,130,90,1
108612,124818,777,130,19,0
124052,124818,777,130,90,1
127594,124818,777,130,89,1
128891,124818,777,130,90,1
133460,124818,777,130,90,1
133890,124818,777,130,90,1
19858,124819,777,21,53,1
22802,124819,777,21,90,1
23764,124819,777,21,90,1
24630,124819,777,21,90,1
32229,124819,777,21,70,1
49374,124819,777,21,53,1
51364,124819,777,21,90,1
66635,124819,777,21,90,1
71923,124819,777,21,90,1
75582,124819,777,21,90,1
76614,124819,777,21,14,0
117318,124819,777,21,75,1
118579,124819,777,21,36,0
126824,124819,777,21,19,0
133603,124819,777,21,36,0
3512,124819,777,127,25,1
13706,124819,777,127,63,1
14846,124819,777,127,80,1
15572,124819,777,127,27,0
21519,124819,777,127,9,0
25474,124819,777,127,90,1
33032,124819,777,127,80,1
42894,124819,777,127,90,1
51942,124819,777,127,64,0
54989,124819,777,127,90,1
74965,124819,777,127,90,1
74976,124819,777,127,62,1
118080,124819,777,127,26,0
132285,124819,777,127,90,1
134403,124819,777,127,90,1
137832,124819,777,127,9,0
3600,124820,777,7,1,0
4260,124820,777,7,87,1
4333,124820,777,7,90,1
4640,124820,777,7,90,1
8143,124820,777,7,90,1
12582,124820,777,7,75,1
14706,124820,777,7,90,1
23841,124820,777,7,90,1
24983,124820,777,7,90,1
31936,124820,777,7,90,1
66538,124820,777,7,14,0
112589,124820,777,7,90,1
126789,124820,777,7,75,1
133612,124820,777,7,2,0
143922,124820,777,7,14,0
15715,124820,777,38,90,1
20337,124820,777,38,75,1
43010,124820,777,38,90,1
66692,124820,777,38,74,1
76310,124820,777,38,90,1
92635,124820,777,38,90,1
108319,124820,777,38,14,0
108947,124820,777,38,27,0
110203,124820,777,38,90,1
111988,124820,777,38,62,1
126108,124820,777,38,26,0
133679,124820,777,38,90,1
136815,124820,777,38,15,0
143214,124820,777,38,63,1
143218,124820,777,38,63,1
303861,124820,777,38,26,0
7975,124821,777,1,90,1
11419,124821,777,1,17,1
15202,124821,777,1,22,0
19778,124821,777,1,90,1
20486,124821,777,1,11,0
21584,124821,777,1,78,1
32728,124821,777,1,67,1
50234,124821,777,1,90,1
64523,124821,777,1,90,1
66104,124821,777,1,12,0
67407,124821,777,1,78,1
67776,124821,777,1,90,1
69914,124821,777,1,67,1
114564,124821,777,1,22,0
114566,124821,777,1,72,0
119476,124821,777,1,90,1
3756,124821,777,15,59,1
14238,124821,777,15,17,0
15259,124821,777,15,72,1
16035,124821,777,15,90,1
16723,124821,777,15,90,1
23702,124821,777,15,59,1
23811,124821,777,15,90,1
49270,124821,777,15,17,0
50623,124821,777,15,90,1
51593,124821,777,15,90,1
67510,124821,777,15,90,1
68219,124821,777,15,30,0
70249,124821,777,15,53,0
108816,124821,777,15,72,1
138137,124821,777,15,30,0
139648,124821,777,15,36,1
10766,124822,777,127,4,0
13706,124822,777,127,66,1
14846,124822,777,127,85,1
21519,124822,777,127,23,0
25474,124822,777,127,90,1
33032,124822,777,127,90,1
42894,124822,777,127,90,1
51942,124822,777,127,86,1
54989,124822,777,127,90,1
74965,124822,777,127,90,1
74976,124822,777,127,66,1
118080,124822,777,127,23,0
119381,124822,777,127,3,0
134403,124822,777,127,90,1
140546,124822,777,127,90,1
302305,124822,777,127,1,0
2100,124822,777,131,65,1
3452,124822,777,131,66,1
4874,124822,777,131,90,1
8163,124822,777,131,90,1
50727,124822,777,131,66,0
51830,124822,777,131,66,1
67928,124822,777,131,23,1
75709,124822,777,131,90,1
76090,124822,777,131,90,1
112739,124822,777,131,2,1
117732,124822,777,131,90,1
124396,124822,777,131,24,0
134176,124822,777,131,23,0
134333,124822,777,131,87,0
136175,124822,777,131,90,1
139930,124822,777,131,23,0
13549,124823,777,4,90,1
14538,124823,777,4,90,1
14571,124823,777,4,45,0
14575,124823,777,4,90,1
21998,124823,777,4,90,1
27277,124823,777,4,45,0
49293,124823,777,4,34,0
63741,124823,777,4,90,1
66284,124823,777,4,45,1
68583,124823,777,4,55,1
68987,124823,777,4,11,0
72371,124823,777,4,78,1
112203,124823,777,4,90,1
118442,124823,777,4,45,0
119041,124823,777,4,45,1
133430,124823,777,4,45,1
3712,124823,777,130,90,1
10947,124823,777,130,18,0
14723,124823,777,130,90,1
20113,124823,777,130,7,0
22043,124823,777,130,82,1
